"gene","Top","p.value","FDR","summary.logFC","logFC.Sham","nmf10"
"STK10",4178,1.32010142496928e-06,2.38743091600475e-06,-0.45795319643079,-0.45795319643079,4.94674334600279e-05
"SYNJ2BP",4179,1.3213835017823e-06,2.38917773138719e-06,-0.793401990582661,-0.793401990582661,2.91864716371058e-05
"STAT3",4180,1.34844456923478e-06,2.43752324524832e-06,-0.462914749122139,-0.462914749122139,3.45397386746664e-06
"SIAH2",4181,1.34882640489022e-06,2.43763030742657e-06,0.812803938759489,0.812803938759489,1.73503873360016e-06
"SLC9B2",4182,1.35746202894871e-06,2.45265018908093e-06,-2.71069267866366,-2.71069267866366,0.000141406872736931
"GNL1",4183,1.37095820928566e-06,2.47644279927384e-06,0.702905468800272,0.702905468800272,1.75946239346405e-05
"LMBR1L",4184,1.38467337867258e-06,2.5006195146391e-06,-0.942793505870948,-0.942793505870948,2.84206431254282e-05
"NDN",4185,1.3970981922415e-06,2.52245494398489e-06,-0.654762716492361,-0.654762716492361,2.96769728747134e-05
"PKM",4186,1.40098283812723e-06,2.52886438721676e-06,0.315703291077809,0.315703291077809,4.59030662488531e-05
"ALKBH1",4187,1.42211678385527e-06,2.5663994312898e-06,0.299429308707021,0.299429308707021,2.19342662629277e-05
"ARHGAP26",4188,1.45114000175042e-06,2.61815039475315e-06,0.264251126479637,0.264251126479637,0.0001617075616115
"PEX3",4189,1.45367361498397e-06,2.62209544875123e-06,-0.437257151602669,-0.437257151602669,9.96838311809193e-05
"ZNF236",4190,1.45768001571524e-06,2.62869455817289e-06,-0.364680894574785,-0.364680894574785,2.8701228415298e-05
"TMED10",4191,1.45952969657444e-06,2.63140214443247e-06,0.323540900015991,0.323540900015991,5.07709939296504e-05
"SGF29",4192,1.48293394927583e-06,2.67296014330348e-06,-0.611944363178944,-0.611944363178944,2.58574915640531e-05
"NTNG2",4193,1.48905202294274e-06,2.6833477427511e-06,0.232179049511597,0.232179049511597,0.000227738542330074
"SMARCC2",4194,1.49514542502757e-06,2.69368593979692e-06,0.281369649701459,0.281369649701459,2.95122740911115e-05
"RHBDD3",4195,1.49850418789002e-06,2.69909359802074e-06,-0.820277998859709,-0.820277998859709,3.19051095631193e-06
"MXRA7",4196,1.52640513605961e-06,2.74869332890047e-06,-2.11039809684221,-2.11039809684221,7.74017633328217e-05
"RETREG2",4197,1.53058687230144e-06,2.75556693045263e-06,0.414819195036552,0.414819195036552,9.95559003016876e-07
"OBSL1",4198,1.55880838395107e-06,2.80570656244266e-06,0.677202304353751,0.677202304353751,2.66899585432343e-05
"DKK3",4199,1.5750459476604e-06,2.83425748523982e-06,-1.20751913135877,-1.20751913135877,0.000251290184498613
"CLCN3",4200,1.62166025972438e-06,2.91744402916129e-06,-0.271488715172291,-0.271488715172291,0.00015007388969143
"UBE2M",4201,1.63827972917955e-06,2.94664166476569e-06,0.452288714131956,0.452288714131956,1.70199712483887e-05
"ADGRB2",4202,1.66549008936081e-06,2.99486985131134e-06,0.241987291829896,0.241987291829896,0.000103877772180025
"TRA2B",4203,1.67447203199666e-06,3.01030470467923e-06,0.231824426672416,0.231824426672416,6.6194103718165e-05
"ZNF445",4204,1.71665161494276e-06,3.08539952485905e-06,-0.29430479414948,-0.29430479414948,3.16864468862507e-05
"TMEM185A",4205,1.73584571926737e-06,3.1191558275349e-06,-0.970231217003999,-0.970231217003999,4.57110503065904e-05
"ASH2L",4206,1.7379356173437e-06,3.12206310604492e-06,-0.499276334696264,-0.499276334696264,3.16064214732129e-05
"DAP3",4207,1.73829003270659e-06,3.12206310604492e-06,-0.465777948561588,-0.465777948561588,3.34860477481348e-05
"PDHB",4208,1.74651887064961e-06,3.1359690529843e-06,-0.327566597072964,-0.327566597072964,5.92692906739972e-06
"SFXN3",4209,1.74686259184898e-06,3.1359690529843e-06,0.841961688705416,0.841961688705416,6.80971875243638e-05
"RPAP3",4210,1.80338803642088e-06,3.23641704769802e-06,-0.711159018760746,-0.711159018760746,4.60251879727349e-06
"GOSR1",4211,1.80367286763584e-06,3.23641704769802e-06,-0.444105311837832,-0.444105311837832,6.0228068050394e-05
"OPA1",4212,1.82428115717111e-06,3.27261833418446e-06,-0.330907733617522,-0.330907733617522,0.000107348009471519
"KCNK4",4213,1.82740008064844e-06,3.27743532147629e-06,-2.02593725690647,-2.02593725690647,6.92013560041531e-06
"SRRM1",4214,1.8444749087648e-06,3.30727394651799e-06,0.233211829692753,0.233211829692753,2.15282341693972e-05
"ATP11A",4215,1.85496705900446e-06,3.32529800660444e-06,0.420575725210333,0.420575725210333,0.000307703693962435
"KCNG3",4216,1.85641843813828e-06,3.32711046455714e-06,-0.44857871964378,-0.44857871964378,0.000232978642333028
"ZNF618",4217,1.86224821849057e-06,3.33676726082873e-06,-1.42630650756209,-1.42630650756209,0.00010594021697019
"PCDH17",4218,1.8751419320088e-06,3.35907359844914e-06,0.223190162726317,0.223190162726317,0.000152598417821492
"TSPAN14",4219,1.87706632996724e-06,3.36172391306765e-06,-0.700963284727739,-0.700963284727739,2.50301048885097e-05
"CYP2R1",4220,1.93512815285155e-06,3.46488822818634e-06,-2.17843377251995,-2.17843377251995,2.67453145424074e-05
"KCMF1",4221,1.98735482524816e-06,3.55755817568706e-06,0.259369509819962,0.259369509819962,2.73049021709133e-05
"BBS1",4222,2.03542995383836e-06,3.64275431814368e-06,-0.642151357094261,-0.642151357094261,7.86730413233342e-05
"P3H2",4223,2.07217124187009e-06,3.70763104512678e-06,-0.958012045572818,-0.958012045572818,0.000182415452243024
"MOSMO",4224,2.09246794005752e-06,3.74258750759191e-06,-0.326490486722997,-0.326490486722997,0.000117796355963309
"NSA2",4225,2.09269881148436e-06,3.74258750759191e-06,-0.595678474097876,-0.595678474097876,3.33156580528993e-05
"ZNF770",4226,2.09843334272171e-06,3.75195512011483e-06,-0.615682617358812,-0.615682617358812,1.35957781644582e-05
"STMN1",4227,2.10970663391304e-06,3.7712191449839e-06,-0.500235177779008,-0.500235177779008,0.000108049818176906
"NFKB1",4228,2.12836557493498e-06,3.80367319872486e-06,0.270381971871811,0.270381971871811,6.20523249906927e-05
"CIAPIN1",4229,2.18018605928559e-06,3.89536199195127e-06,0.411270357351708,0.411270357351708,8.57354356559487e-07
"RABGEF1",4230,2.18130707147117e-06,3.89644355367285e-06,0.388504924346048,0.388504924346048,3.06682564503272e-05
"SMC5",4231,2.19232818335353e-06,3.91520485781594e-06,-0.343267803643714,-0.343267803643714,0.000119388217004455
"GNA11",4232,2.22396331492191e-06,3.97076247815453e-06,-0.577390506360992,-0.577390506360992,1.38948771764403e-05
"IQCA1",4233,2.24387076192321e-06,4.00535966857826e-06,-2.67331361233759,-2.67331361233759,0.000541261811353411
"CYB5RL",4234,2.24594724031153e-06,4.00811935469862e-06,-2.88418290499781,-2.88418290499781,7.12673024863786e-06
"UBE2K",4235,2.24857147482542e-06,4.01185503276997e-06,0.213536994984577,0.213536994984577,6.13358751338234e-05
"IMMP2L",4236,2.25285257016591e-06,4.01854438625439e-06,-0.234958805166586,-0.234958805166586,9.24065384140951e-05
"ZMYM4",4237,2.26322241884923e-06,4.03608888289468e-06,-0.231273391137689,-0.231273391137689,8.09759606232531e-05
"ANP32B",4238,2.2677370487682e-06,4.04318573395294e-06,-0.627878471922787,-0.627878471922787,4.14105190086456e-05
"PRPF4",4239,2.2816174174975e-06,4.06697362741475e-06,-0.621375928794864,-0.621375928794864,1.07859996212092e-05
"ABHD10",4240,2.29373529434663e-06,4.08760940662338e-06,-0.609117573513089,-0.609117573513089,2.45843751749477e-05
"PHF20L1",4241,2.33319354373546e-06,4.15694657308774e-06,-0.218807529543357,-0.218807529543357,9.72186572802399e-05
"MSANTD2",4242,2.34133196713226e-06,4.1704630701677e-06,-0.378862872105315,-0.378862872105315,1.77383296615413e-05
"TUG1",4243,2.35040405608893e-06,4.18563588211359e-06,-0.565311705125363,-0.565311705125363,5.20750445105232e-07
"ANKRD44",4244,2.37224049995867e-06,4.22352714837128e-06,-1.03522854147083,-1.03522854147083,4.5117370417741e-05
"SLC9A6",4245,2.47601254737955e-06,4.40724400659596e-06,-0.627368584791169,-0.627368584791169,1.88203248923509e-05
"C6orf118",4246,2.47956615703979e-06,4.41252988285272e-06,-3.60015604242516,-3.60015604242516,0.000275538181040004
"P2RX4",4247,2.48039888829326e-06,4.41297245112877e-06,-0.928719291501589,-0.928719291501589,3.81386889412466e-05
"ACLY",4248,2.51298462584476e-06,4.46989449926625e-06,0.558650677662481,0.558650677662481,3.68423918488079e-05
"PXN",4249,2.53864392560464e-06,4.51447246454898e-06,-0.528751943854806,-0.528751943854806,2.21867695371098e-05
"CTR9",4250,2.54850519847608e-06,4.53094241874946e-06,-0.419029047723265,-0.419029047723265,3.39145299538061e-05
"ZFAND5",4251,2.62794000205066e-06,4.67106907915663e-06,0.262412264010203,0.262412264010203,4.43649175306796e-05
"AKAP11",4252,2.64605675934459e-06,4.70216483386823e-06,-0.253692215504148,-0.253692215504148,0.00011001078642371
"XYLB",4253,2.66045400915133e-06,4.72663778348166e-06,-1.43097371296784,-1.43097371296784,2.7083530427256e-05
"TXNDC11",4254,2.68883506728206e-06,4.77593741616908e-06,-0.347370384030603,-0.347370384030603,6.74597549806845e-05
"EIF2AK4",4255,2.72783033407711e-06,4.84406251569605e-06,0.352577746890391,0.352577746890391,7.82483562866369e-05
"TMEM30A",4256,2.79265325830973e-06,4.95800940314576e-06,-0.370530240515557,-0.370530240515557,0.000102082507479215
"PPHLN1",4257,2.86521217924327e-06,5.08563383283114e-06,0.399508803526928,0.399508803526928,0.000101594191082707
"SLC1A4",4258,2.88631100923171e-06,5.12188022211245e-06,-1.02021172853539,-1.02021172853539,9.00126275249671e-05
"ZNF721",4259,2.88912482090977e-06,5.12566967522757e-06,-1.18222989386926,-1.18222989386926,2.65302237669479e-05
"PIAS3",4260,2.92136327465036e-06,5.18164809935635e-06,-1.7739763334068,-1.7739763334068,1.6827921897862e-06
"UBE2I",4261,2.92245712365203e-06,5.18237174989786e-06,0.356482276337594,0.356482276337594,3.52942062578894e-05
"FAM222B",4262,2.93027998138109e-06,5.19502476286146e-06,-0.251909000065025,-0.251909000065025,5.42064476543622e-05
"SETD1A",4263,2.95434407045156e-06,5.23645878403283e-06,0.719608076190001,0.719608076190001,1.24814476135914e-06
"SET",4264,2.95582983610856e-06,5.2378635651117e-06,0.367289921861962,0.367289921861962,2.88328013999019e-05
"SAR1A",4265,3.01307404103759e-06,5.33805098571631e-06,0.605910326929605,0.605910326929605,8.45088548099978e-06
"NAA38",4266,3.09944731843003e-06,5.48978526442974e-06,-1.29095343307661,-1.29095343307661,2.5909864484939e-06
"KHDRBS1",4267,3.10873567197148e-06,5.50494650513628e-06,0.260306101444096,0.260306101444096,6.17028493109615e-05
"ZSWIM9",4268,3.14081516985509e-06,5.5604497243264e-06,-0.955589041168565,-0.955589041168565,1.97698283062964e-05
"USP32",4269,3.15154246666239e-06,5.57813419491709e-06,0.216212755664719,0.216212755664719,0.000108060617480639
"SEMA5A",4270,3.17884518887655e-06,5.62514150987148e-06,-0.208544741454113,-0.208544741454113,0.000839755879990061
"UBR4",4271,3.23052843445541e-06,5.71525938907636e-06,0.381192965706569,0.381192965706569,2.89483322647856e-05
"ARMC8",4272,3.29433859512691e-06,5.82678427546324e-06,-0.304296928561932,-0.304296928561932,0.000120304985967757
"ANKRD13B",4273,3.31818435496807e-06,5.86758740607039e-06,0.443071182599267,0.443071182599267,2.76663979660459e-05
"TTC32",4274,3.32663715191689e-06,5.88115824049697e-06,-1.68234176638596,-1.68234176638596,2.2745878067329e-05
"PPARGC1A",4275,3.4524356543898e-06,6.10212954492849e-06,-0.400240604307822,-0.400240604307822,0.00023855989714014
"TLE3",4276,3.48013699549449e-06,6.14965274507867e-06,2.1546632141929,2.1546632141929,5.84757010845941e-05
"MGST3",4277,3.50051353076675e-06,6.18421328933214e-06,-0.853258539439063,-0.853258539439063,3.70576996476022e-05
"CHMP1A",4278,3.52180074474883e-06,6.22036615879434e-06,-0.722338484160403,-0.722338484160403,2.86017572510779e-05
"ZFYVE9",4279,3.54292543596154e-06,6.25621514235228e-06,-0.239188261601821,-0.239188261601821,0.000106917103471827
"SMC6",4280,3.6073319082885e-06,6.36845792033363e-06,-0.314925708614776,-0.314925708614776,9.00405595884574e-05
"MTOR",4281,3.65285820929374e-06,6.4473246039298e-06,-0.348071951911002,-0.348071951911002,1.23002208290263e-05
"RHPN1",4282,3.70027983936235e-06,6.52797442592153e-06,-2.63494026643328,-2.63494026643328,2.28778696401658e-05
"PTGR1",4283,3.70027983936235e-06,6.52797442592153e-06,-2.63494026643328,-2.63494026643328,0.00017686370365016
"PEX5L",4284,3.75401027103198e-06,6.62121886272587e-06,0.211609102427953,0.211609102427953,0.000782782903607572
"UQCC2",4285,3.75767242130115e-06,6.62613134547294e-06,-0.728395861267424,-0.728395861267424,2.38827771914579e-05
"ZCCHC14",4286,3.76133647776709e-06,6.6310448964088e-06,-0.268597893025045,-0.268597893025045,0.000113769591036111
"MDH1B",4287,3.76649465184845e-06,6.63858959397408e-06,-4.39419729398821,-4.39419729398821,2.2985413598843e-05
"PUS7L",4288,3.77775307643581e-06,6.65688018786124e-06,-1.54071345445743,-1.54071345445743,0.000112744343910817
"WDR44",4289,3.78277672890424e-06,6.66417835476811e-06,-0.495824769096703,-0.495824769096703,0.000131090709295614
"DSTN",4290,3.83770636706104e-06,6.75937279942034e-06,-0.489939710695513,-0.489939710695513,0.000214193390858251
"VPS33B",4291,3.86415133474794e-06,6.8043643638675e-06,-0.5996059533594,-0.5996059533594,1.35426130585342e-05
"COX19",4292,3.97396599070593e-06,6.99610601718873e-06,0.340970835306902,0.340970835306902,3.25020972808463e-05
"TRIQK",4293,4.01683698249821e-06,7.06993250401968e-06,-1.8027563945573,-1.8027563945573,2.84964493854966e-06
"ZNF800",4294,4.07917680394151e-06,7.17798321625107e-06,-0.434551399055579,-0.434551399055579,4.8014669068587e-06
"MPHOSPH10",4295,4.19378112722828e-06,7.37793019728448e-06,0.385847740205533,0.385847740205533,4.57270168899082e-06
"MED15",4296,4.22495347123028e-06,7.43104013701489e-06,0.252777931558399,0.252777931558399,9.15262747798461e-05
"ACER3",4297,4.31820715980308e-06,7.59329143576264e-06,-0.266761894069567,-0.266761894069567,9.26784116783949e-06
"COPS3",4298,4.42773057616525e-06,7.78406985423562e-06,-0.380162770460148,-0.380162770460148,2.94730059037306e-05
"SCAMP1",4299,4.47812881383569e-06,7.87084003659978e-06,-0.318214496502537,-0.318214496502537,0.000118887242126077
"MRPS24",4300,4.59268911482586e-06,8.07031603526145e-06,-0.620226750670415,-0.620226750670415,5.0136991305387e-06
"CAMTA1",4301,4.68491085823021e-06,8.2304548813735e-06,-0.21252281815972,-0.21252281815972,0.000138714824598332
"USP16",4302,4.69484712518467e-06,8.24599369546614e-06,0.339413879124448,0.339413879124448,2.18054133799405e-05
"VPS13B",4303,4.75153767203489e-06,8.34362506388464e-06,-0.213967884098353,-0.213967884098353,0.000158764029757483
"ARL6IP6",4304,4.78652717200241e-06,8.40311322296706e-06,-0.653247177168438,-0.653247177168438,9.15900802491665e-06
"RRAGD",4305,4.87096726981494e-06,8.54936787240922e-06,-0.520643027425189,-0.520643027425189,0.000103198831779718
"KCNB2",4306,4.88489078817134e-06,8.57181486191885e-06,-0.207726374311334,-0.207726374311334,0.000978229734638315
"SLC9A1",4307,4.93251782136627e-06,8.65337930305167e-06,-0.42787515297873,-0.42787515297873,1.38320658032956e-05
"BRD4",4308,5.05537212667323e-06,8.86685046173235e-06,0.207519552178625,0.207519552178625,7.44867855210905e-05
"MAN1C1",4309,5.10115721652649e-06,8.94507865585383e-06,-0.33943053609672,-0.33943053609672,0.000270034914479381
"PCYT1A",4310,5.1282976757747e-06,8.99058404597534e-06,-0.527426102067005,-0.527426102067005,5.02194227525149e-05
"B4GALT2",4311,5.16242669875397e-06,9.04831735926351e-06,-0.956443455301775,-0.956443455301775,7.51045504795521e-06
"LAP3",4312,5.28837992297253e-06,9.26692919711977e-06,-1.39666244442296,-1.39666244442296,6.02794795536539e-05
"PRRG1",4313,5.36021276816769e-06,9.39062547560284e-06,-1.55181753145307,-1.55181753145307,6.84145988860261e-05
"EIF2S1",4314,5.51000814262716e-06,9.6508163017364e-06,0.458885864918371,0.458885864918371,1.51937414742497e-05
"TOB2",4315,5.5682177303492e-06,9.75051058412945e-06,-0.742062794978581,-0.742062794978581,1.14956088826182e-05
"RXRB",4316,5.61162800187094e-06,9.82424957880835e-06,-0.660956925457948,-0.660956925457948,1.08928736764153e-05
"VPS28",4317,5.63739263898911e-06,9.86706944178867e-06,-0.716623426354673,-0.716623426354673,1.94728679100682e-05
"ACAP3",4318,5.67438738361239e-06,9.92826104323128e-06,0.550841848517532,0.550841848517532,0.000144745154945161
"BTBD3",4319,5.67498139832132e-06,9.92826104323128e-06,0.239162758296021,0.239162758296021,0.000253945955444524
"CCNT2",4320,5.71642744668088e-06,9.99845504331497e-06,0.201943947661423,0.201943947661423,4.15721854590042e-05
"PPP1CB",4321,5.82910268222497e-06,1.0193172845844e-05,-0.259459098709606,-0.259459098709606,0.000133745530391062
"C15orf61",4322,5.89321289552691e-06,1.03028960292923e-05,0.350308496998693,0.350308496998693,4.94144670870563e-05
"ALKBH8",4323,5.91623456316522e-06,1.0340751413203e-05,-0.369469124571359,-0.369469124571359,8.09481035226571e-05
"THOC5",4324,5.98106203926898e-06,1.04516431009982e-05,-0.5240122335193,-0.5240122335193,9.44068076025979e-06
"TXNL4B",4325,6.08675748268324e-06,1.0633881974371e-05,-2.59551829662276,-2.59551829662276,1.1549934910605e-05
"HPRT1",4326,6.13925961731231e-06,1.0723126599263e-05,0.42119143828512,0.42119143828512,0.000169683977896203
"NRG1",4327,6.21661768491369e-06,1.08557345105634e-05,0.221454553555673,0.221454553555673,0.0012056901890379
"CDC34",4328,6.25950738230195e-06,1.09281048476602e-05,1.05687841030105,1.05687841030105,1.49603533025614e-06
"SNRNP200",4329,6.28589064851479e-06,1.09716308016118e-05,-0.531126442135316,-0.531126442135316,8.39052711423351e-06
"SWAP70",4330,6.31206474658729e-06,1.10147716455459e-05,-2.79953935630835,-2.79953935630835,6.04275370986514e-05
"FSTL4",4331,6.35185757334492e-06,1.10816522337091e-05,-0.216379277122491,-0.216379277122491,0.00041998103286484
"TAMM41",4332,6.37374159216502e-06,1.11172648823635e-05,-1.08335080371781,-1.08335080371781,0.000123402700195741
"MORC4",4333,6.40368792908527e-06,1.11669203766832e-05,-0.828911208993051,-0.828911208993051,4.70401770763345e-05
"STAM",4334,6.46246503563178e-06,1.1266817214867e-05,0.328377271441234,0.328377271441234,3.2651869187333e-05
"CNOT2",4335,6.50505626724174e-06,1.1338455629822e-05,-0.237443401578344,-0.237443401578344,0.000168053490562984
"SLC38A2",4336,6.64204451193626e-06,1.15745591172026e-05,-0.282593706084666,-0.282593706084666,2.61084716375825e-06
"MFAP1",4337,6.65133763116128e-06,1.1588080964043e-05,-0.406144559632903,-0.406144559632903,6.97748223027862e-06
"G3BP1",4338,6.77785152676602e-06,1.18057736598073e-05,0.307177121474375,0.307177121474375,1.32037122538375e-05
"METTL3",4339,6.78301465189415e-06,1.18120439524573e-05,-0.44904644927631,-0.44904644927631,2.08746233618227e-05
"THAP12",4340,6.83405051255449e-06,1.18981764223184e-05,-0.530281162530537,-0.530281162530537,2.88550806783622e-05
"BRAF",4341,6.86315598804467e-06,1.19460969006371e-05,0.202683933082781,0.202683933082781,0.000128967805362532
"NDUFS2",4342,6.98225210623877e-06,1.21505980918333e-05,-0.580807286243634,-0.580807286243634,1.82840578552111e-05
"PFDN1",4343,7.01833726680224e-06,1.22105817149339e-05,-0.338913052877831,-0.338913052877831,2.44775031008907e-06
"PTRH2",4344,7.0346622171167e-06,1.22361666004912e-05,0.477522476200562,0.477522476200562,7.77003399509557e-06
